,hhno,id,pagey,pdiary,pgend,pno,ppaidprk,pproxy,pptyp,psaudist,psautime,psexpfac,pspcl,pstaz,pstyp,ptpass,puwarrp,puwdepp,puwmode,pwaudist,pwautime,pwpcl,pwtaz,pwtyp,year
9043,43100,,10,1,Female,4,-1,Proxy,Child Age 5-15,-1.0,-1.0,329.95,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9044,43100,,8,1,Male,5,-1,Proxy,Child Age 5-15,-1.0,-1.0,329.95,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9045,43104,,41,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,481.3,-1,-1,Not a Student,0,Between 7:30 and 8 am,Between 5 and 5:30 pm,Drive Alone,6.39,19.06,89636,1262,Paid Full-Time Worker,2006
9046,43110,,75,1,Male,1,-1,Proxy,Non-Working Adult Age 65+,-1.0,-1.0,229.57,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9047,43110,,63,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,229.57,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9048,43111,,71,1,Female,1,-1,,Part-Time Worker,-1.0,-1.0,235.72,-1,-1,Not a Student,0,,,Drive Alone,-1.0,-1.0,-1,-1,Paid Part-Time Worker,2006
9049,43111,,74,1,Male,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,235.72,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9050,43115,,45,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,207.71,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9051,43119,,56,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,351.77,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9052,43119,,61,1,Male,2,-1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,351.77,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9053,43122,,29,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,1477.48,-1,-1,Not a Student,0,Between 7 and 7:30 am,Between 4:30 and 5 pm,Drive Alone,23.23,56.49,117147,709,Paid Full-Time Worker,2006
9054,43122,,30,1,Male,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,1477.48,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9055,43187,,67,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,244.45,-1,-1,Not a Student,0,,,Drive Alone,15.08,38.18,260758,967,Paid Full-Time Worker,2006
9056,43187,,63,1,Female,2,-1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,244.45,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9057,43199,,49,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,442.41,-1,-1,Not a Student,1,,,Shared Ride 2,18.66,43.54,361138,611,Paid Full-Time Worker,2006
9058,43199,,54,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,442.41,-1,-1,Not a Student,0,,,,20.52,50.18,41009,454,Paid Full-Time Worker,2006
9059,43199,,21,1,Male,3,-1,No Proxy,University Student,-1.0,-1.0,442.41,-1,-1,Full-Time Student,0,,,,20.4,49.47,41030,455,Paid Part-Time Worker,2006
9060,43201,,41,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,303.93,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
9061,43201,,33,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,303.93,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9062,43201,,8,1,Male,3,-1,,Child Age 5-15,1.99,8.11,303.93,484286,1296,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9063,43201,,5,1,Female,4,-1,,Child Age 5-15,-1.0,-1.0,303.93,-1,-1,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9064,43221,,54,1,Male,1,-1,,Part-Time Worker,-1.0,-1.0,154.12,-1,-1,Not a Student,0,,,Drive Alone,2.13,11.36,396715,1854,Paid Part-Time Worker,2006
9065,43221,,77,1,Female,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,154.12,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9066,43229,,79,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,168.48,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9067,43229,,80,1,Male,2,-1,,Non-Working Adult Age 65+,-1.0,-1.0,168.48,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9068,43260,,64,1,Male,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,270.89,-1,-1,Not a Student,0,,,,18.0,39.37,256040,626,Paid Full-Time Worker,2006
9069,43260,,62,1,Female,2,-1,,Part-Time Worker,-1.0,-1.0,270.89,-1,-1,Not a Student,0,Between 8 and 8:30 am,Before 3:30 pm,Drive Alone,8.64,23.2,124154,1633,Paid Part-Time Worker,2006
9070,43262,,79,1,Male,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,686.53,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9071,43281,,38,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,581.23,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9072,43281,,33,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,581.23,-1,-1,Not a Student,1,,,,2.49,11.49,175248,1615,Paid Full-Time Worker,2006
9073,43281,,3,1,Female,3,-1,No Proxy,Child Age 0-4,4.33,16.74,581.23,321170,1572,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9074,43281,,1,1,Male,4,-1,No Proxy,Child Age 0-4,-1.0,-1.0,581.23,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9075,43282,,50,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,246.17,-1,-1,Not a Student,0,Between 8 and 8:30 am,None 4+ Days/Week,Drive Alone,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
9076,43286,,39,1,Female,1,-1,,University Student,3.26,12.13,440.52,33623,1798,Full-Time Student,0,After 9 am,Between 3:30 and 4 pm,Drive Alone,-1.0,-1.0,-1,-1,Paid Part-Time Worker,2006
9077,43286,,10,1,Female,2,-1,No Proxy,Child Age 5-15,1.88,8.06,440.52,153864,1732,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9078,43286,,8,1,Female,3,-1,No Proxy,Child Age 5-15,1.88,8.06,440.52,153864,1732,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9079,43292,,49,1,Female,1,-1,Proxy,Part-Time Worker,-1.0,-1.0,268.09,-1,-1,Not a Student,0,,,,3.21,10.71,207561,1942,Paid Part-Time Worker,2006
9080,43292,,49,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,268.09,-1,-1,Not a Student,0,None 4+ Days/Week,None 4+ Days/Week,Drive Alone,24.72,59.94,180799,969,Paid Full-Time Worker,2006
9081,43317,,75,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,187.14,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9082,43318,,55,1,Male,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,347.98,-1,-1,Not a Student,0,,,,29.79,71.52,992500,2637,Paid Full-Time Worker,2006
9083,43318,,56,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,347.98,-1,-1,Not a Student,0,Between 8 and 8:30 am,Between 4:30 and 5 pm,Drive Alone,1.63,7.82,392123,1036,Paid Full-Time Worker,2006
9084,43329,,42,1,Female,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,389.7,-1,-1,Not a Student,0,,,,11.26,33.53,185481,1330,Paid Full-Time Worker,2006
9085,43329,,41,1,Male,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,389.7,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9086,43329,,10,1,Male,3,-1,No Proxy,Child Age 5-15,2.36,9.33,389.7,158074,2005,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9087,43329,,5,1,Male,4,-1,No Proxy,Child Age 5-15,2.36,9.33,389.7,158074,2005,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9088,43332,,50,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,421.49,-1,-1,Not a Student,0,Between 7:30 and 8 am,Between 4 and 4:30 pm,Drive Alone,8.25,26.38,464020,631,Paid Full-Time Worker,2006
9089,43337,,50,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,254.82,-1,-1,Not a Student,0,,,,19.51,41.92,424769,808,Paid Full-Time Worker,2006
9090,43337,,48,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,254.82,-1,-1,Not a Student,0,,,,16.81,39.33,408241,504,Paid Full-Time Worker,2006
9091,43337,,17,1,Male,3,-1,,High School Student Age 16+,-1.0,-1.0,254.82,-1,-1,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9092,43348,,48,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,205.45,-1,-1,Not a Student,0,Between 6:30 and 7 am,Between 3:30 and 4 pm,Drive Alone,11.72,36.97,344467,423,Paid Full-Time Worker,2006
9093,43353,,42,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,342.64,-1,-1,Not a Student,0,Between 7:30 and 8 am,Between 4:30 and 5 pm,Drive Alone,1.73,7.49,233390,998,Paid Full-Time Worker,2006
9094,43353,,46,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,342.64,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
9095,43353,,16,1,Male,3,-1,No Proxy,High School Student Age 16+,2.25,11.26,342.64,152095,986,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9096,43353,,13,1,Male,4,-1,No Proxy,Child Age 5-15,1.53,7.65,342.64,462057,940,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9097,43361,,37,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,278.35,-1,-1,Not a Student,1,Between 6 and 6:30 am,Before 3:30 pm,Walk to Transit,16.0,51.84,147766,521,Paid Full-Time Worker,2006
9098,43361,,61,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,278.35,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9099,43364,,56,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,269.44,-1,-1,Not a Student,0,Before 6 am,Before 3:30 pm,Drive Alone,20.87,53.06,41063,505,Paid Full-Time Worker,2006
9100,43377,,80,1,Male,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,268.13,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9101,43377,,78,1,Female,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,268.13,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9102,43383,,25,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,980.92,-1,-1,Not a Student,0,Between 7 and 7:30 am,Between 4:30 and 5 pm,None 4+ Days/Week,10.07,21.76,159471,1919,Paid Full-Time Worker,2006
9103,43384,,31,1,Male,1,-1,Proxy,University Student,-1.0,-1.0,291.91,0,-1,Full-Time Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9104,43384,,58,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,291.91,-1,-1,Not a Student,1,Between 6:30 and 7 am,Between 3:30 and 4 pm,Shared Ride 3+,16.57,43.79,361204,628,Paid Full-Time Worker,2006
9105,43384,,56,1,Female,3,-1,Proxy,Part-Time Worker,-1.0,-1.0,291.91,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Part-Time Worker,2006
9106,43395,,68,1,Male,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,170.55,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9107,43395,,67,1,Female,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,170.55,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9108,43398,,44,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,384.92,-1,-1,Not a Student,0,,,,18.99,48.98,207,873,Paid Full-Time Worker,2006
9109,43398,,44,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,384.92,-1,-1,Not a Student,0,,,,18.99,48.98,207,873,Paid Full-Time Worker,2006
9110,43398,,10,1,Male,3,-1,,Child Age 5-15,5.16,16.05,384.92,21328,1288,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9111,43398,,12,1,Female,4,-1,,Child Age 5-15,1.55,7.42,384.92,180195,1237,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9112,43416,,63,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,335.56,-1,-1,Not a Student,1,Between 7 and 7:30 am,Between 4 and 4:30 pm,Shared Ride 2,13.45,39.47,519459,630,Paid Full-Time Worker,2006
9113,43416,,57,1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,335.56,-1,-1,Not a Student,0,,,,11.82,37.84,506397,573,Paid Full-Time Worker,2006
9114,43425,,50,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,347.98,-1,-1,Not a Student,0,,,Walk,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
9115,43425,,50,1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,347.98,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
9116,43431,,76,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,157.81,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9117,43445,,51,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,86.93,-1,-1,Not a Student,1,None 4+ Days/Week,Between 5:30 and 6 pm,Walk to Transit,27.3,59.4,147987,501,Paid Full-Time Worker,2006
9118,43445,,55,1,Male,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,86.93,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9119,43460,,80,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,389.75,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9120,43466,,55,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,304.52,-1,-1,Not a Student,0,,,Drive Alone,11.81,34.93,71761,1517,Paid Full-Time Worker,2006
9121,43486,,64,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,252.78,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9122,43486,,68,1,Male,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,252.78,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9123,43505,,65,1,Female,1,-1,,Part-Time Worker,-1.0,-1.0,266.84,-1,-1,Not a Student,0,Before 6 am,Before 3:30 pm,Drive Alone,-1.0,-1.0,-1,-1,Paid Part-Time Worker,2006
9124,43521,,55,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,678.25,-1,-1,Not a Student,0,Between 8 and 8:30 am,Between 4 and 4:30 pm,Drive Alone,23.66,43.8,22612,1957,Paid Full-Time Worker,2006
9125,43521,,58,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,678.25,-1,-1,Not a Student,0,,,,5.03,19.71,37656,2000,Paid Full-Time Worker,2006
9126,43546,,65,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,191.0,-1,-1,Not a Student,0,Between 8 and 8:30 am,None 4+ Days/Week,Walk,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
9127,43558,,59,1,Male,1,-1,,Part-Time Worker,-1.0,-1.0,347.98,-1,-1,Not a Student,0,None 4+ Days/Week,None 4+ Days/Week,Bike,10.08,34.29,380155,873,Paid Part-Time Worker,2006
9128,43558,,59,1,Female,2,-1,No Proxy,Part-Time Worker,-1.0,-1.0,347.98,-1,-1,Not a Student,1,,,,17.82,52.38,74320,305,Paid Part-Time Worker,2006
9129,43560,,54,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,282.28,-1,-1,Not a Student,0,None 4+ Days/Week,None 4+ Days/Week,Drive Alone,16.66,42.01,148952,443,Paid Full-Time Worker,2006
9130,43560,,39,1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,282.28,-1,-1,Not a Student,1,,,,15.32,37.57,147811,500,Paid Full-Time Worker,2006
9131,43560,,13,1,Female,3,-1,No Proxy,Child Age 5-15,1.62,8.76,282.28,271254,1013,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9132,43560,,1,1,Female,4,-1,No Proxy,Child Age 0-4,-1.0,-1.0,282.28,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9133,43570,,64,1,Male,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,412.46,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9134,43570,,56,1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,412.46,-1,-1,Not a Student,0,,,,2.52,9.55,275044,1029,Paid Full-Time Worker,2006
9135,43585,,45,1,Female,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,285.96,-1,-1,Not a Student,0,,,,27.16,153.93,238586,1346,Paid Full-Time Worker,2006
9136,43585,,56,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,285.96,-1,-1,Not a Student,0,,,Drive Alone,2.38,12.22,227400,2084,Paid Full-Time Worker,2006
9137,43585,,11,1,Male,3,-1,Proxy,Child Age 5-15,2.38,12.22,285.96,32088,2084,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9138,43585,,7,1,Male,4,-1,Proxy,Child Age 5-15,2.38,12.22,285.96,32088,2084,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9139,43587,,54,1,Male,1,-1,Proxy,Full-Time Worker,-1.0,-1.0,354.66,-1,-1,Not a Student,0,,,,2.51,12.5,133379,1278,Paid Full-Time Worker,2006
9140,43587,,52,1,Female,2,-1,,Full-Time Worker,-1.0,-1.0,354.66,-1,-1,Not a Student,0,,,,3.94,12.65,271101,2022,Paid Full-Time Worker,2006
9141,43587,,26,1,Male,3,-1,,Full-Time Worker,-1.0,-1.0,354.66,-1,-1,Not a Student,0,,,,13.24,44.17,404726,1018,Paid Full-Time Worker,2006
9142,43587,,18,1,Male,4,-1,,University Student,9.25,20.96,354.66,115549,1188,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9143,43589,,49,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,383.18,-1,-1,Not a Student,0,None 4+ Days/Week,Between 5:30 and 6 pm,Drive Alone,6.7,19.38,534910,960,Paid Full-Time Worker,2006
9144,43589,,50,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,383.18,-1,-1,Not a Student,1,,,Walk to Transit,16.17,36.56,506340,607,Paid Full-Time Worker,2006
9145,43599,,73,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,370.6,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9146,43599,,73,1,Male,2,-1,No Proxy,Part-Time Worker,-1.0,-1.0,370.6,-1,-1,Not a Student,0,,,,4.96,23.18,134192,962,Paid Part-Time Worker,2006
9147,43607,,49,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,77.48,-1,-1,Not a Student,0,,,,13.82,41.94,342876,797,Paid Full-Time Worker,2006
9148,43610,,54,1,Female,1,-1,,Part-Time Worker,-1.0,-1.0,374.94,-1,-1,Not a Student,0,After 9 am,Between 4 and 4:30 pm,Drive Alone,2.57,14.74,414257,1844,Paid Part-Time Worker,2006
9149,43610,,56,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,374.94,-1,-1,Not a Student,1,None 4+ Days/Week,Between 4:30 and 5 pm,Walk to Transit,11.67,31.53,519459,630,Paid Full-Time Worker,2006
9150,43610,,25,1,Female,3,-1,No Proxy,Part-Time Worker,-1.0,-1.0,374.94,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Part-Time Worker,2006
9151,43610,,16,1,Male,4,-1,No Proxy,High School Student Age 16+,1.46,10.48,374.94,45755,1847,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9152,43614,,56,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,388.39,-1,-1,Not a Student,0,Between 7:30 and 8 am,None 4+ Days/Week,Drive Alone,24.19,61.37,71761,1517,Paid Full-Time Worker,2006
9153,43614,,54,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,388.39,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9154,43614,,19,1,Male,3,-1,,University Student,-1.0,-1.0,388.39,-1,-1,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9155,43614,,10,1,Female,4,-1,,Child Age 5-15,14.84,38.09,388.39,725404,2781,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9156,43626,,62,1,Male,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,267.23,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9157,43626,,58,1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,267.23,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
9158,43653,,45,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,234.61,-1,-1,Not a Student,0,Between 7:30 and 8 am,Between 5 and 5:30 pm,Drive Alone,8.67,32.03,480895,1017,Paid Full-Time Worker,2006
9159,43654,,33,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,422.16,-1,-1,Not a Student,1,Between 8:30 and 9 am,Between 4:30 and 5 pm,Shared Ride 3+,9.66,31.48,175248,1615,Paid Full-Time Worker,2006
9160,43654,,32,1,Female,2,-1,,Non-Working Adult Age <65,-1.0,-1.0,422.16,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9161,43654,,3,1,Male,3,-1,Proxy,Child Age 0-4,-1.0,-1.0,422.16,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9162,43654,,1,1,Female,4,-1,Proxy,Child Age 0-4,-1.0,-1.0,422.16,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9163,43656,,61,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,353.71,-1,-1,Not a Student,0,Between 7:30 and 8 am,None 4+ Days/Week,Drive Alone,8.57,25.05,17360,902,Paid Full-Time Worker,2006
9164,43656,,62,1,Male,2,-1,,Full-Time Worker,-1.0,-1.0,353.71,-1,-1,Not a Student,0,,,Drive Alone,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
9165,43657,,59,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,257.69,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9166,43657,,54,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,257.69,-1,-1,Not a Student,0,,,,1.76,13.05,35814,2086,Paid Full-Time Worker,2006
9167,43658,,76,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,204.35,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9168,43658,,80,1,Male,2,-1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,204.35,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9169,43660,,60,1,Female,1,-1,,Part-Time Worker,-1.0,-1.0,455.59,-1,-1,Not a Student,0,,,Walk,-1.0,-1.0,-1,-1,Paid Part-Time Worker,2006
9170,43660,,64,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,455.59,-1,-1,Not a Student,0,,,,13.19,34.08,524940,1346,Paid Full-Time Worker,2006
9171,43660,,33,1,Male,3,-1,No Proxy,Full-Time Worker,-1.0,-1.0,455.59,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
9172,43660,,32,1,Female,4,-1,,Non-Working Adult Age <65,-1.0,-1.0,455.59,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9173,43660,,28,1,Female,5,-1,No Proxy,Part-Time Worker,2.37,12.56,455.59,63948,1512,Part-Time Student,1,,,,5.1,21.21,203051,1570,Paid Part-Time Worker,2006
9174,43677,,48,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,353.71,-1,-1,Not a Student,0,After 9 am,After 6:30 pm,Drive Alone,-1.0,-1.0,-1,-1,Paid Full-Time Worker,2006
9175,43677,,45,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,353.71,-1,-1,Not a Student,0,,,,8.32,31.37,13585,1026,Paid Full-Time Worker,2006
9176,43692,,66,1,Female,1,-1,,Non-Working Adult Age 65+,-1.0,-1.0,135.11,-1,-1,Not a Student,1,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9177,43695,,50,1,Female,1,-1,,Full-Time Worker,-1.0,-1.0,217.93,-1,-1,Not a Student,0,Between 7:30 and 8 am,Between 3:30 and 4 pm,Drive Alone,3.53,14.64,71806,1517,Paid Full-Time Worker,2006
9178,43695,,55,1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,217.93,-1,-1,Not a Student,0,,,,3.53,14.64,71806,1517,Paid Full-Time Worker,2006
9179,43695,,18,1,Male,3,-1,No Proxy,High School Student Age 16+,15.09,34.21,217.93,33394,1911,Full-Time Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9180,43704,,62,1,Female,1,-1,,Non-Working Adult Age <65,-1.0,-1.0,401.69,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9181,43704,,64,1,Male,2,-1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,401.69,-1,-1,Not a Student,0,,,,-1.0,-1.0,-1,-1,Not a Paid Worker,2006
9182,43712,,58,1,Male,1,-1,,Full-Time Worker,-1.0,-1.0,309.75,-1,-1,Not a Student,0,Between 7:30 and 8 am,Between 4:30 and 5 pm,Walk to Transit,15.96,42.48,361138,611,Paid Full-Time Worker,2006
